Id,SalePrice
1461,124831.767804328
1462,152364.350453321
1463,178585.655660053
1464,186167.968733818
1465,191475.922677925
1466,182626.385926384
1467,168843.476874001
1468,174387.997202242
1469,178180.606443681
1470,124256.145051369
1471,209067.995408568
1472,95904.9510542025
1473,96372.2822261821
1474,152776.570937809
1475,122150.74629101
1476,358197.135872551
1477,247234.63972594
1478,289326.060363184
1479,281708.83212093
1480,416366.03566612
1481,298562.201677704
1482,205092.286002374
1483,179713.452861539
1484,171547.891472181
1485,175683.322850492
1486,197667.079679536
1487,303228.592541392
1488,232730.217355057
1489,205195.09046781
1490,210972.664103226
1491,194620.536043859
1492,93341.6768227976
1493,179661.458735517
1494,291364.553636117
1495,296310.983959098
1496,225661.248541401
1497,176661.645686028
1498,154792.311093693
1499,155090.418215416
1500,157929.75071007
1501,170747.523051059
1502,154788.904269643
1503,273676.183450674
1504,234555.081722908
1505,216812.807425092
1506,172480.028841421
1507,240670.226171444
1508,191060.15241171
1509,159253.589637069
1510,149139.47894433
1511,146561.788049385
1512,169152.701794953
1513,150426.112608719
1514,150943.313451605
1515,179166.653016811
1516,151304.04050515
1517,150490.717048221
1518,132359.136943572
1519,223595.72366222
1520,137377.976421026
1521,140052.379719736
1522,163084.293017725
1523,115973.372489068
1524,119990.393020256
1525,125024.111445595
1526,123187.733457697
1527,105558.488981201
1528,127397.71922098
1529,142390.941427959
1530,165568.005958857
1531,122910.763725365
1532,104678.513716668
1533,142380.577441366
1534,118401.880810055
1535,149413.291859542
1536,117140.27233862
1537,91621.8162957563
1538,151593.793953465
1539,189133.108379015
1540,113779.460603853
1541,142303.976462608
1542,137222.954009413
1543,181379.170978929
1544,86461.5932624677
1545,106789.096141544
1546,128239.470522572
1547,133964.524050606
1548,128636.307919484
1549,114418.158815426
1550,144204.316823444
1551,121252.884492344
1552,146868.725194989
1553,138965.732970601
1554,117211.113070397
1555,138965.732970601
1556,117211.113070397
1557,106615.691125523
1558,96822.6203767003
1559,105521.834038887
1560,143249.347429758
1561,132415.687209742
1562,128836.593857854
1563,123054.241761438
1564,154763.79524604
1565,159307.847693572
1566,215793.800817352
1567,84524.228730761
1568,222808.219331938
1569,145862.272636652
1570,136233.159767176
1571,130555.594797118
1572,140472.821569112
1573,236196.416683763
1574,134371.63250937
1575,223550.136393557
1576,238870.635183489
1577,196263.347120985
1578,146269.162059686
1579,143826.191537695
1580,188970.890984451
1581,140238.99799209
1582,128490.388470663
1583,313320.920793339
1584,237261.838277371
1585,140801.52696515
1586,79588.2716953148
1587,107771.339845789
1588,145111.804933088
1589,102977.779187924
1590,132842.959645596
1591,104914.502147112
1592,121068.046038255
1593,119992.813105254
1594,126844.82756192
1595,123949.588608057
1596,204574.63874816
1597,166314.342115946
1598,183973.369781167
1599,172470.638687138
1600,184688.633955484
1601,78722.4666397272
1602,113696.229559051
1603,89332.2390916043
1604,264246.495368331
1605,262532.657246692
1606,169334.464838659
1607,158455.421648307
1608,222106.410036401
1609,194549.266189705
1610,163560.667204843
1611,147362.694344007
1612,175437.809233037
1613,174256.0983002
1614,118288.334118254
1615,89585.6495385719
1616,86554.7191282426
1617,89143.0188404398
1618,124060.524906455
1619,136307.92792456
1620,173549.665642574
1621,144731.487639386
1622,141273.806834984
1623,264645.161938671
1624,221831.055298874
1625,128013.283259309
1626,171637.568825775
1627,185678.565926397
1628,270192.118704015
1629,174816.454425369
1630,295048.999553438
1631,196623.130004174
1632,232558.342697239
1633,168327.460579327
1634,184005.700000596
1635,180395.897816441
1636,166814.917454165
1637,186864.681271573
1638,200956.280407237
1639,180608.396304673
1640,237449.439456559
1641,176040.325195153
1642,226107.544788483
1643,222980.732947237
1644,223801.234150831
1645,181601.898080535
1646,158975.079134932
1647,161128.870766499
1648,136576.335063466
1649,136290.910022068
1650,125014.140267365
1651,124756.747470658
1652,95221.0604871031
1653,96940.1785003737
1654,152801.44405348
1655,146794.697751598
1656,149975.213497193
1657,153323.164184719
1658,153986.412177368
1659,129908.351006819
1660,150746.699538367
1661,404806.939345824
1662,359368.581242453
1663,353144.221970701
1664,411146.122032283
1665,308860.567958096
1666,311136.236693317
1667,337950.2634552
1668,326448.931192786
1669,285901.335072231
1670,334137.172037335
1671,259640.937939705
1672,403139.335504204
1673,305516.373002651
1674,247463.451884457
1675,191818.980822306
1676,193247.865968003
1677,209385.436870724
1678,411383.622386181
1679,347966.119223798
1680,302802.538377296
1681,246546.206021183
1682,301803.022601631
1683,189667.48972161
1684,175553.507280482
1685,175162.96422649
1686,172709.443695311
1687,169107.015820058
1688,188905.625694033
1689,191354.777666977
1690,187887.251393019
1691,180209.65054255
1692,253062.090571799
1693,168281.451019887
1694,182556.003829774
1695,170240.034469059
1696,274132.24150241
1697,170885.283270495
1698,336704.255850171
1699,301400.899951341
1700,240569.270393924
1701,255264.690754427
1702,250293.673103327
1703,251347.455764698
1704,291021.777654546
1705,221901.499589794
1706,394766.489963839
1707,210206.969349167
1708,208571.846815342
1709,266324.661702031
1710,216671.866268928
1711,263636.604459109
1712,248315.053829539
1713,285050.893158662
1714,217226.767964711
1715,202407.878259794
1716,182315.534765826
1717,169443.976277208
1718,131342.368013932
1719,207092.197195417
1720,240075.082458336
1721,172531.200624194
1722,127683.633845513
1723,160522.874347133
1724,215610.372290174
1725,231735.38475208
1726,190165.491109368
1727,175163.777274555
1728,188790.872420026
1729,161320.363502313
1730,152122.183871225
1731,129963.182600697
1732,133742.225746595
1733,121242.502957286
1734,128738.905083233
1735,134066.404570914
1736,119783.009287836
1737,296999.170551461
1738,212745.225426717
1739,266331.744942438
1740,205803.673854303
1741,181727.457526378
1742,170852.800740283
1743,174305.169238928
1744,276158.745504285
1745,198585.67778954
1746,205002.400794191
1747,211279.522895105
1748,212028.821930272
1749,160870.673362342
1750,137328.689787391
1751,213169.636964658
1752,120271.387471781
1753,149107.746733806
1754,194117.707473792
1755,163943.153832098
1756,126480.573470129
1757,119264.681231572
1758,143681.767789226
1759,166883.164265239
1760,162603.092129999
1761,154491.760639444
1762,180721.496091915
1763,166388.14067812
1764,119803.38363742
1765,167972.931211514
1766,174475.061194318
1767,207685.087018852
1768,141614.538008872
1769,164217.584931132
1770,146026.818383793
1771,130040.21746698
1772,131099.557676543
1773,135958.221187019
1774,137148.486417902
1775,135549.966895899
1776,120203.335116074
1777,110786.700248915
1778,133499.498357258
1779,117750.793812128
1780,172010.788443428
1781,127320.790716295
1782,102046.695364223
1783,145230.407341551
1784,101696.032022791
1785,115215.529652871
1786,155129.997578906
1787,168599.455365729
1788,71462.4892862796
1789,96539.9236963831
1790,92719.646635801
1791,169181.251362895
1792,148656.256788372
1793,147116.538685007
1794,142869.839083337
1795,139108.972495765
1796,121486.487080865
1797,112569.133398661
1798,122371.293691526
1799,113661.884205052
1800,122564.277647507
1801,130243.848517114
1802,139536.209168115
1803,153935.63615312
1804,143193.001794884
1805,135623.629126174
1806,118686.186396753
1807,136390.677380587
1808,123549.61407766
1809,122941.3549063
1810,145264.062781069
1811,103075.501163367
1812,105445.107328828
1813,120227.628392233
1814,99424.2938935591
1815,67792.7129894482
1816,101118.838894737
1817,128703.387306571
1818,136267.524859552
1819,122188.455992074
1820,81206.9265386582
1821,119368.332931863
1822,156752.971192014
1823,60515.7295710998
1824,127751.392377946
1825,136928.702401758
1826,104459.398392217
1827,108025.383624313
1828,135651.320393523
1829,111139.931780161
1830,141854.608261251
1831,140608.88913237
1832,115882.294486709
1833,141028.581561649
1834,129043.864125339
1835,139524.262685095
1836,123651.944751295
1837,96881.8597969735
1838,130698.336693576
1839,95680.3164448826
1840,156342.321890489
1841,137530.162290219
1842,97432.2947375101
1843,142044.935405597
1844,136544.125805645
1845,147995.672934714
1846,153524.42722551
1847,153258.513845785
1848,66523.666049528
1849,116129.959990323
1850,126242.117815404
1851,155665.747398702
1852,127703.456090781
1853,136015.651145525
1854,168930.420238136
1855,155247.59731712
1856,220477.358249703
1857,159956.49083493
1858,141093.052961959
1859,121758.135888317
1860,150666.729706127
1861,121638.184583869
1862,262953.870112604
1863,246686.150674894
1864,246958.036745715
1865,307900.578325224
1866,315019.604255094
1867,238553.085444354
1868,277918.971750961
1869,201827.818384459
1870,235370.524425695
1871,239299.308587792
1872,174587.516374848
1873,232040.536094737
1874,134399.722931828
1875,199410.400143425
1876,196188.205011593
1877,216996.37808138
1878,211724.204340007
1879,128031.715509811
1880,134414.325023613
1881,253174.225859205
1882,246156.223691166
1883,198866.870896303
1884,214299.163689288
1885,241199.707391724
1886,274582.884590681
1887,209523.345062203
1888,273869.604386094
1889,173699.42126591
1890,129877.740520989
1891,139676.593796412
1892,107832.310950145
1893,125202.464771917
1894,129688.205658761
1895,143768.590651893
1896,128031.240745719
1897,127022.468738688
1898,118051.186419483
1899,138855.666661906
1900,135972.836320467
1901,162620.335760457
1902,136182.641832195
1903,187110.776721158
1904,131517.522339582
1905,180959.367859387
1906,149222.831215489
1907,181530.756849079
1908,119678.16776343
1909,136232.020479957
1910,124307.303408179
1911,194646.182039179
1912,261011.1174704
1913,153890.330671455
1914,70685.9209645485
1915,308889.212188773
1916,70685.9209645485
1917,255955.419538171
1918,135946.332805108
1919,154116.821874214
1920,166835.427133076
1921,374827.38462989
1922,308682.713428031
1923,190166.94410731
1924,215688.319238248
1925,219179.175942944
1926,361976.866778278
1927,135064.600668289
1928,166375.359394747
1929,123730.674675386
1930,126615.758060352
1931,143554.38673
1932,142268.095005545
1933,172511.080912055
1934,180612.30000211
1935,175876.966096701
1936,187113.18654301
1937,183118.444022496
1938,176765.127432651
1939,230083.363656062
1940,191811.22407923
1941,178655.814323959
1942,187218.361537703
1943,195911.846164215
1944,315094.600307623
1945,349889.026475141
1946,315094.600307623
1947,291201.236253795
1948,165864.135550908
1949,236600.747418527
1950,176020.863078175
1951,241150.384067029
1952,215695.110548405
1953,168610.911327164
1954,188084.223931297
1955,139548.874824714
1956,270372.614498582
1957,163719.900749086
1958,313195.32283732
1959,143495.724430065
1960,114768.725669283
1961,123377.971968209
1962,95448.3938776066
1963,101320.424572794
1964,112032.505476897
1965,146835.219552098
1966,143436.268392441
1967,279377.450216678
1968,371284.064509205
1969,354215.162735988
1970,383230.466875551
1971,381824.063575096
1972,341225.864826941
1973,269408.374564314
1974,318711.186351588
1975,385796.1939437
1976,274312.558190344
1977,322888.664272862
1978,329731.355622603
1979,317275.089225957
1980,196134.422371835
1981,322476.720873332
1982,223350.684075018
1983,212238.10068915
1984,169860.80010433
1985,217287.094129757
1986,216611.335913355
1987,177293.486176627
1988,180546.478737489
1989,190353.074288943
1990,219725.949395436
1991,213995.605784769
1992,204105.766396781
1993,174841.645066533
1994,231480.428737396
1995,182594.341524905
1996,247872.903009844
1997,303300.292650454
1998,318912.112629202
1999,251502.801524665
2000,295810.373192711
2001,278694.798884169
2002,242444.991717601
2003,254852.561377771
2004,275938.206402602
